Symbol,Date,Open,High,Low,Close,Volume,PIXY SMA,PIXY spanTwelveEMA,PIXY spanTwntySixEMA,PIXY_x,PIXY_y
PIXY,2020-11-17,2.23,2.2463,2.18,2.2006,33789,2.2006,2.2189493167926475,2.4246987715842567,-0.2057494547916092,-0.2618814815071529
PIXY,2020-11-16,2.2,2.2636,2.2,2.22,30868,2.22,2.2222855562094916,2.4426266733109974,-0.22034111710150528,-0.2759144881860388
PIXY,2020-11-13,2.15,2.17,2.15,2.16,41231,2.1600000000000006,2.222701111883945,2.4604368071758773,-0.23773569529193184,-0.2898078309571721
PIXY,2020-11-12,2.21,2.21,2.1489,2.15,31128,2.1500000000000004,2.234101314044663,2.4844717517499477,-0.2503704377052842,-0.30282586487348206
PIXY,2020-11-11,2.28,2.2823,2.18,2.21,59879,2.2100000000000004,2.2493924620527834,2.5112294918899427,-0.2618370298371593,-0.3159397216655314
PIXY,2020-11-10,2.28,2.2892,2.2213,2.25,18910,2.250000000000001,2.2565547278805624,2.535327851241138,-0.2787731233605757,-0.32946539462262436
PIXY,2020-11-09,2.2,2.29,2.18,2.23,64604,2.2300000000000004,2.25774649658612,2.5581540793404294,-0.30040758275431,-0.34213846243813656
PIXY,2020-11-06,2.1699,2.1752,2.13,2.13,31455,2.1300000000000003,2.262791314147232,2.5844064056876643,-0.3216150915404321,-0.3525711823590933
PIXY,2020-11-05,2.13,2.19,2.1243,2.19,28566,2.1900000000000004,2.2869351894467287,2.6207589181426774,-0.3338237286959487,-0.36031020506375844
PIXY,2020-11-04,2.14,2.18,2.1267,2.13,19819,2.1300000000000003,2.3045597693461337,2.6552196315940915,-0.3506598622479577,-0.3669318241557109
PIXY,2020-11-03,2.17,2.26,2.17,2.22,55162,2.2200000000000006,2.336297909227249,2.697237202121619,-0.36093929289436977,-0.37099981463264914
PIXY,2020-11-02,2.11,2.14,2.08,2.1301,113160,2.130100000000001,2.3574429836322035,2.7354161782913486,-0.3779731946591451,-0.373514945067219
PIXY,2020-10-30,2.21,2.23,2.133,2.23,52527,2.230000000000001,2.3987780715653315,2.7838414725546565,-0.38506340098932507,-0.3724003826692374
PIXY,2020-10-29,2.142,2.142,2.02,2.08,79928,2.0800000000000005,2.4294649936681187,2.8281487903590286,-0.3986837966909103,-0.36923462808921553
PIXY,2020-10-28,2.22,2.22,2.11,2.17,98720,2.17,2.4930040834259586,2.888000693587752,-0.39499661016179294,-0.3618723359387919
PIXY,2020-10-27,2.29,2.29,2.22,2.24,19458,2.24,2.5517320985943153,2.945440749074772,-0.3937086504804568,-0.35359126738304153
PIXY,2020-10-26,2.31,2.34,2.23,2.34,138819,2.34,2.6084106619750997,3.001876009000753,-0.3934653470256539,-0.3435619216086877
PIXY,2020-10-23,2.38,2.38,2.323,2.34,34423,2.34,2.6572126005160266,3.0548260897208137,-0.3976134892047871,-0.3310860652544464
PIXY,2020-10-22,2.35,2.38,2.325,2.36,31178,2.3599999999999994,2.714887618791668,3.112012176898478,-0.3971245581068112,-0.3144542092668612
PIXY,2020-10-21,2.3553,2.41,2.315,2.315,169025,2.314999999999999,2.7794126403901536,3.172173151050357,-0.3927605106602043,-0.293786622056874
PIXY,2020-10-20,2.42,2.42,2.31,2.34,211742,2.3399999999999994,2.863851302279272,3.2407470031343864,-0.37689570085511415,-0.2690431499060416
PIXY,2020-10-19,2.58,2.59,2.5201,2.525,105103,2.5249999999999995,2.959096993602776,3.312806763385137,-0.35370976978236124,-0.24208001216877345
PIXY,2020-10-16,2.58,2.5978,2.5,2.51,397645,2.51,3.038023719712372,3.3758313044559483,-0.3378075847435764,-0.21417257276537646
PIXY,2020-10-15,2.79,3.0,2.66,2.66,2531821,2.66,3.1340280323873486,3.445097808812424,-0.31106977642507605,-0.18326381977082645
PIXY,2020-10-14,2.65,2.6794,2.61,2.6616,85123,2.6616,3.2202149473668658,3.5079056335174177,-0.2876906861505524,-0.15131233060726426
PIXY,2020-10-13,2.63,2.63,2.54,2.5879,120972,2.5878999999999994,3.3217813014335684,3.575610084198811,-0.25382878276524234,-0.11721774172144234
PIXY,2020-10-12,2.84,2.85,2.73,2.74,179354,2.74,3.4552142653305813,3.6546268909347166,-0.19941262560413486,-0.08306498146049222
PIXY,2020-10-09,2.69,2.79,2.68,2.745,844941,2.7449999999999988,3.5852532226634133,3.7277970422094935,-0.1425438195460793,-0.05397807042458144
PIXY,2020-10-08,3.58,3.6,3.55,3.56,94707,3.56,3.738026535874944,3.806420805586253,-0.06839426971130935,-0.03183663314420675
PIXY,2020-10-07,3.63,3.64,3.55,3.56,18494,3.5599999999999987,3.770394996943115,3.8261344700331534,-0.055739473090037794,-0.022697224002431203
PIXY,2020-10-06,3.66,3.74,3.64,3.6794,10009,3.679399999999999,3.8086486327509532,3.847425227635805,-0.03877659488485108,-0.014436661730529442
PIXY,2020-10-05,3.72,3.7293,3.65,3.65,6293,3.649999999999999,3.8321483841602175,3.8608672458466695,-0.02871886168645155,-0.00835167844194881
PIXY,2020-10-02,3.87,3.87,3.7744,3.78,34001,3.779999999999999,3.865266272189349,3.877736625514404,-0.012470353325054084,-0.003259882630823015
PIXY,2020-10-01,3.83,3.85,3.81,3.83,8566,3.83,3.880769230769231,3.8855555555555563,-0.004786324786324681,-0.0009572649572650249
PIXY,2020-09-30,3.91,3.945,3.8364,3.89,21338,3.89,3.89,3.89,0.0,0.0
