Symbol,Date,Open,High,Low,Close,Volume,CTXR SMA,CTXR spanTwelveEMA,CTXR spanTwntySixEMA,CTXR_x,CTXR_y
CTXR,2020-12-22,1.14,1.14,1.12,1.12,50510,1.12,1.0983851896878067,1.0565500713307887,0.04183511835701803,0.04590482005793444
CTXR,2020-12-21,1.14,1.15,1.1,1.15,110128,1.15,1.0944552241764989,1.0514740770372517,0.04298114713924717,0.04692224548316354
CTXR,2020-12-18,1.09,1.09,1.0668,1.08,84105,1.08,1.084356174026771,1.0435920032002322,0.04076417082653938,0.047907520069142624
CTXR,2020-12-17,1.07,1.09,1.04,1.0649,113238,1.0648999999999995,1.0851482056680024,1.0406793634562506,0.04446884221175185,0.049693357379793544
CTXR,2020-12-16,1.07,1.07,1.05,1.0501,34470,1.0500999999999998,1.0888296976076393,1.0387417125327505,0.05008798507488876,0.050999486171803964
CTXR,2020-12-15,1.04,1.0699,1.04,1.0692,112842,1.0692,1.095871460809028,1.0378330495353707,0.058038411273657387,0.051227361446032765
CTXR,2020-12-14,1.17,1.17,1.0627,1.1041,377722,1.1041000000000003,1.1007208173197605,1.0353236934982004,0.06539712382156004,0.0495245989891266
CTXR,2020-12-11,1.2215,1.23,1.18,1.1951,249404,1.1951000000000005,1.1001064204688078,1.0298215889780564,0.07028483149075138,0.04555646778101824
CTXR,2020-12-10,1.18,1.22,1.17,1.205,494732,1.205,1.0828348605540457,1.016599316096301,0.06623554445774471,0.039374376853584955
CTXR,2020-12-09,1.21,1.27,1.13,1.18,1407588,1.1799999999999995,1.0606230170184174,1.001527261384005,0.0590957556344125,0.03265908495254501
CTXR,2020-12-08,1.14,1.2,1.11,1.1740000000000002,507326,1.1740000000000002,1.038918111021766,0.9872494422947252,0.05166866872704068,0.026049917282078144
CTXR,2020-12-07,1.15,1.16,1.1311,1.1483,61476,1.1483,1.014357767571178,0.9723093976783034,0.042048369892874526,0.019645229420837483
CTXR,2020-12-04,1.17,1.17,1.1496,1.1541,251792,1.1541,0.9900046344023012,0.9582301494925676,0.031774484909733565,0.014044444302828217
CTXR,2020-12-03,1.01,1.01,0.9822,0.9995,46722,0.9995,0.9601691133845376,0.942560561451973,0.01760855193256472,0.009611934151101852
CTXR,2020-12-02,0.99,0.9999,0.9631,0.970001,70723,0.970001,0.9530180430908172,0.9380054063681308,0.01501263672268649,0.007612779705736163
CTXR,2020-12-01,1.02,1.025,1.0,1.01,132370,1.0100000000000002,0.9499302327436931,0.9354457588775812,0.01448447386611196,0.005762815451498609
CTXR,2020-11-30,1.04,1.04,1.0,1.0037,168064,1.0037,0.93900845687891,0.9294814195877876,0.009527037291122364,0.003582400847845271
CTXR,2020-11-27,0.9366,0.95,0.93,0.9459,96497,0.9459,0.9272463581296212,0.9235439331548108,0.003702424974810326,0.002096241737025997
CTXR,2020-11-27,0.9366,0.95,0.93,0.9459,96497,0.9459,0.9238547868804612,0.9217554478071956,0.0020993390732655377,0.0016946959275798874
CTXR,2020-11-25,0.9,0.92,0.9,0.902,52527,0.902,0.9198465663132724,0.9198238836317714,2.268268150107389e-05,0.0015935351411584748
CTXR,2020-11-24,0.9179,0.9179,0.9,0.9,72998,0.9,0.9230913965520492,0.9212497943223132,0.0018416022297361727,0.0019862482560728248
CTXR,2020-11-23,0.9389,0.9394,0.9279999999999999,0.9394,20118,0.9394,0.9272898322887856,0.9229497778680982,0.0043400544206873,0.0020224097626570436
CTXR,2020-11-20,0.93,0.9369,0.9223620000000001,0.9306,50245,0.9306,0.9250879836140192,0.9216337600975458,0.003454223516473065,0.0014429985981494514
CTXR,2020-11-19,0.9435,0.9435,0.93,0.9389,20236,0.9389,0.9240857988165679,0.9209164609053496,0.0031693379112183173,0.0009401923685684644
CTXR,2020-11-18,0.93,0.9417,0.92735,0.9417,32482,0.9417,0.9213923076923076,0.9194777777777776,0.0019145299145298946,0.0003829059829060011
CTXR,2020-11-17,0.92,0.92,0.91,0.9177,40472,0.9177,0.9177,0.9177,0.0,0.0
