Symbol,Date,Open,High,Low,Close,Volume,NBRV SMA,NBRV spanTwelveEMA,NBRV spanTwntySixEMA,NBRV_x,NBRV_y
NBRV,2021-01-20,3.04,3.09,3.02,3.03,90200,3.03,2.8238320439039737,2.681616215071501,0.14221582883247308,0.11508930734982215
NBRV,2021-01-19,2.96,2.96,2.83,2.85,105637,2.85,2.7863469609774243,2.6537455122772213,0.13260144870020296,0.10830767697915952
NBRV,2021-01-19,2.96,2.96,2.83,2.85,105637,2.85,2.7747736811551373,2.638045153259399,0.13672852789573842,0.10223423404889866
NBRV,2021-01-15,3.09,3.09,2.92,2.94,189197,2.94,2.761096168637889,2.6210887655201507,0.14000740311773852,0.09361066058718871
NBRV,2021-01-14,3.028,3.13,2.9911,3.11,412198,3.11,2.7285681992993243,2.595575866761763,0.13299233253756082,0.08201147495455124
NBRV,2021-01-13,2.9,2.9,2.83,2.85,37107,2.85,2.659216962808292,2.5544219361027043,0.10479502670558773,0.06926626055879873
NBRV,2021-01-12,2.84,2.87,2.83,2.86,54489,2.86,2.6245291378643447,2.5307756909909207,0.09375344687342403,0.06038406902210148
NBRV,2021-01-11,2.73,2.78,2.72,2.765,39364,2.765,2.58171625383968,2.5044377462701943,0.07727850756948572,0.05204172455927084
NBRV,2021-01-08,2.8,2.86,2.76,2.82,253752,2.82,2.5483919363559857,2.48359276597181,0.06479917038417593,0.04573252880671711
NBRV,2021-01-07,2.66,2.68,2.61,2.61,87953,2.61,2.4990086520570745,2.4566801872495554,0.04232846480751906,0.040965868412352405
NBRV,2021-01-06,2.67,2.67,2.5,2.51,493702,2.51,2.478828406976542,2.4444146022295192,0.0344138047470226,0.04062521931356074
NBRV,2021-01-05,2.5,2.55,2.49,2.52,69945,2.52,2.4731608446086404,2.439167770407881,0.033993074200759484,0.04217807295519527
NBRV,2021-01-04,2.47,2.49,2.4,2.435,146289,2.435,2.4646446345374837,2.432701192040512,0.03194344249697245,0.044224322643804215
NBRV,2021-01-04,2.47,2.49,2.4,2.435,146289,2.435,2.470034568089754,2.4325172874037526,0.03751728068600135,0.04729454268051237
NBRV,2020-12-31,2.51,2.51,2.42,2.4301,59955,2.4301,2.4764044895606183,2.4323186703960533,0.044085819164565436,0.04973885817914012
NBRV,2020-12-30,2.42,2.46,2.395,2.395,61193,2.395,2.484823487662549,2.4324961640277367,0.05232732363481274,0.0511521179327839
NBRV,2020-12-29,2.53,2.53,2.41,2.45,166580,2.4500000000000006,2.5011550308739223,2.4354958571499554,0.0656591737239669,0.050858316507276805
NBRV,2020-12-28,2.65,2.68,2.59,2.595,74754,2.5950000000000006,2.510455945578272,2.434335525721952,0.07612041985632034,0.04715810220310428
NBRV,2020-12-28,2.65,2.68,2.59,2.595,74754,2.595000000000001,2.4950842993197755,2.4214823677797077,0.07360193154006732,0.03991752278980037
NBRV,2020-12-24,2.71,2.715,2.65,2.6799,39707,2.6799000000000004,2.476917808287007,2.407600957202085,0.0693168510849218,0.03149642060223352
NBRV,2020-12-23,2.7,2.72,2.61,2.6981,140204,2.6981,2.4400119552482806,2.385817033778252,0.054194921470029016,0.022041312981561444
NBRV,2020-12-22,2.5,2.5,2.47,2.485,89582,2.4849999999999994,2.393086856202514,2.3608343964805116,0.03225245972200197,0.014002910859444655
NBRV,2020-12-21,2.45,2.47,2.44,2.4531,77431,2.4531,2.376375375512062,2.350901148198953,0.02547422731310833,0.009440523643805215
NBRV,2020-12-18,2.5,2.5,2.44,2.4798,42013,2.4798,2.3624254437869823,2.3427252400548704,0.019700203732112342,0.005432097726479324
NBRV,2020-12-17,2.38,2.46,2.37,2.44,104569,2.4400000000000004,2.341084615384616,2.33175925925926,0.0093253561253559,0.0018650712250711798
NBRV,2020-12-16,2.37,2.4,2.32,2.3231,149060,2.3231000000000006,2.3231,2.3231,0.0,0.0
