Symbol,Date,Open,High,Low,Close,Volume,GALT SMA,GALT spanTwelveEMA,GALT spanTwntySixEMA,GALT_x,GALT_y
GALT,2021-08-31,3.92,3.92,3.92,3.92,4213,3.92,3.597171041897879,3.3860524149139466,0.2111186269839322,0.16760457500437706
GALT,2021-08-30,3.92,3.92,3.92,3.92,6871,3.92,3.5384748676974933,3.3433366081070623,0.1951382595904309,0.15672606200948824
GALT,2021-08-27,3.63,3.66,3.62,3.62,10480,3.62,3.4691066618243105,3.297203536755628,0.1719031250686828,0.14712301261425256
GALT,2021-08-26,3.75,3.78,3.75,3.78,5953,3.78,3.4416715094287307,3.271379819696078,0.1702916897326525,0.1409279845006451
GALT,2021-08-25,3.5519,3.63,3.54,3.54,10430,3.54,3.380157238415773,3.2306902052717645,0.1494670331440084,0.13358705819264322
GALT,2021-08-24,3.61,3.61,3.5941,3.5941,11450,3.5941,3.351094918127732,3.2059454216935057,0.1451494964342261,0.12961706445480192
GALT,2021-08-23,3.4,3.4,3.4,3.4,4560,3.4,3.3069121759691376,3.1748930554289863,0.1320191205401513,0.12573395645994584
GALT,2021-08-20,3.32,3.32,3.32,3.32,8845,3.32,3.2899871170544355,3.1568844998633048,0.1331026171911307,0.12416266543989447
GALT,2021-08-19,3.4,3.4,3.4,3.4,5331,3.4,3.284530229246151,3.143835259852369,0.140694969393782,0.12192767750208541
GALT,2021-08-18,3.43,3.43,3.38,3.38,16865,3.38,3.263535725472724,3.1233420806405583,0.1401936448321659,0.11723585452916126
GALT,2021-08-17,3.29,3.29,3.28,3.28,8074,3.28,3.2423604028314013,3.102809447091803,0.1395509557395984,0.1114964069534101
GALT,2021-08-16,3.3,3.3,3.2501,3.2501,13059,3.2501,3.2355168397098377,3.088634202859147,0.1468826368506905,0.10448276975686299
GALT,2021-08-13,3.59,3.59,3.55,3.55,12535,3.55,3.232865356020717,3.0757169390878785,0.1571484169328387,0.0938828029834061
GALT,2021-08-12,3.4,3.4,3.4,3.4,12309,3.4,3.1752045116608474,3.0377742942149086,0.1374302174459387,0.07806639949604803
GALT,2021-08-11,3.44,3.44,3.43,3.43,4982,3.43,3.1343326046900923,3.008796237752101,0.1255363669379914,0.06322544500857534
GALT,2021-08-10,3.27,3.31,3.27,3.3,13495,3.3,3.0805748964519277,2.975099936772269,0.1054749596796584,0.04764771452622131
GALT,2021-08-09,3.39,3.39,3.31,3.3626,18396,3.3626,3.0406794230795504,2.9491079317140505,0.0915714913654999,0.033190903237861905
GALT,2021-08-06,3.19,3.269,3.17,3.17,9182,3.17,2.9821484090940142,2.9160285662511742,0.06611984284284,0.018595756205952396
GALT,2021-08-05,3.19,3.19,3.17,3.17,15758,3.17,2.947993574383835,2.895710851551268,0.052282722832567,0.0067147345467304925
GALT,2021-08-04,2.96,3.0,2.96,3.0,13995,3.0,2.9076287697263505,2.873767719675369,0.033861050050981,-0.0046772625247286535
GALT,2021-08-03,3.24,3.24,3.16,3.2009,91525,3.2009,2.890834000585687,2.8636691372493988,0.0271648633362882,-0.01431184066865619
GALT,2021-08-02,3.35,3.55,3.26,3.3373,324752,3.3373,2.834458364328539,2.836690668229351,-0.0022323039008118,-0.024681016669892288
GALT,2021-07-30,2.64,2.64,2.64,2.64,2221,2.64,2.7430326123882733,2.796641921687699,-0.0536093092994258,-0.030293194862162393
GALT,2021-07-29,2.71,2.71,2.7,2.7,1275,2.7,2.7617658146406865,2.809173275422715,-0.0474074607820287,-0.024464166252846524
GALT,2021-07-28,2.65,2.66,2.58,2.6,9244,2.6,2.772995962757175,2.8179071374565323,-0.0449111746993571,-0.01872834262055097
GALT,2021-07-27,2.72,2.74,2.72,2.72,9753,2.72,2.804449774167571,2.8353397084530547,-0.0308899342854838,-0.01218263460084943
GALT,2021-07-26,2.67,2.67,2.67,2.67,2447,2.67,2.8198042785616746,2.844566885129299,-0.0247626065676245,-0.007505809679690835
GALT,2021-07-23,2.78,2.78,2.78,2.78,3630,2.78,2.8470414201183427,2.8585322359396432,-0.0114908158213005,-0.0031916104577074124
GALT,2021-07-22,2.83,2.83,2.8,2.8,1323,2.8,2.859230769230769,2.8648148148148147,-0.0055840455840456,-0.0011168091168091367
GALT,2021-07-21,2.9,2.91,2.87,2.87,3090,2.87,2.87,2.87,0.0,0.0
